propertyna,latitude,longitude,borough
East River Waterfront Esplanade,40.703209,-74.007514,Manhattan
Walter Ward Playground,40.657254,-73.843539,Queens
Breininger Park,40.726487,-73.729203,Queens
Central Park,40.791725,-73.964139,Manhattan
Cunningham Park,40.731024,-73.771519,Queens
Midland Field,40.575957,-74.097422,Staten Island
Bronx Park,40.854379,-73.870106,Bronx
Marcus Garvey Park,40.805931,-73.943732,Manhattan
Flushing Meadows Corona Park,40.722963,-73.827119,Queens
Alley Pond Park,40.74061,-73.750156,Queens
Central Park,40.789416,-73.965852,Manhattan
Brookville Park,40.663521,-73.741139,Queens
Tudor Park,40.672978,-73.853997,Queens
E.M.T. Christopher J. Prescott Playground,40.522478,-74.18577,Staten Island
Prospect Park,40.668541,-73.968074,Brooklyn
Hell's Kitchen Park,40.763054,-73.992594,Manhattan
Morningside Park,40.809734,-73.955979,Manhattan
Little Claremont Playground,40.838976,-73.903598,Bronx
Rolph Henry Playground,40.655824,-73.947546,Brooklyn
Grant Park,40.836019,-73.913863,Bronx
John E. White Park,40.607412,-74.063025,Staten Island
Central Park,40.79114,-73.959227,Manhattan
Fort Totten Park,40.795306,-73.777321,Queens
Belmont Playground,40.675619,-73.863013,Brooklyn
Virginia Playground,40.834144,-73.862125,Bronx
Jesse Owens Playground,40.691452,-73.932059,Brooklyn
Lyons Square Playground,40.822706,-73.88817,Bronx
Lillian D Wald Playground,40.711958,-73.983973,Manhattan
Williamsbridge Oval,40.876656,-73.878571,Bronx
Randall's Island Park,40.79288,-73.924708,Manhattan
Fort Washington Park,40.839914,-73.947913,Manhattan
Coney Island Beach & Boardwalk,40.573494,-73.97574,Brooklyn
Central Park,40.769085,-73.98076,Manhattan
Flushing Meadows Corona Park,40.759668,-73.852475,Queens
Spring Creek Park,40.648384,-73.874021,Brooklyn
Crack Is Wack Playground,40.804413,-73.93217,Manhattan
Cunningham Park,40.738367,-73.771943,Queens
Sternberg Park,40.706599,-73.946594,Brooklyn
Rockaway Beach Boardwalk,40.580383,-73.826643,Queens
Flushing Meadows Corona Park,40.751498,-73.843449,Queens
McCarren Park,40.721584,-73.949967,Brooklyn
Central Park,40.78474,-73.96726,Manhattan
Callahan-Kelly Playground,40.678509,-73.904903,Brooklyn
Pelham Bay Park,40.851833,-73.824754,Bronx
Frank Principe Park,40.727178,-73.904043,Queens
Thomas Jefferson Park,40.794326,-73.936602,Manhattan
Baisley Pond Park,40.668154,-73.788942,Queens
Leif Ericson Park,40.630582,-74.011521,Brooklyn
Flushing Meadows Corona Park,40.74457,-73.839938,Queens
Fox Park,40.814948,-73.898474,Bronx
Carl Schurz Park,40.773605,-73.945097,Manhattan
Central Park,40.771487,-73.977626,Manhattan
Downing Street Playground,40.729832,-74.002784,Manhattan
John V. Lindsay East River Park,40.723545,-73.972506,Manhattan
Bushwick Playground,40.69613,-73.913028,Brooklyn
Travers Park,40.753826,-73.889116,Queens
De Witt Clinton Park,40.768385,-73.993278,Manhattan
Marie Curie Playground,40.756505,-73.771868,Queens
Ten Eyck Playground,40.708856,-73.938586,Brooklyn
Triborough Bridge Playground C,40.773927,-73.922404,Queens
Carroll Park,40.680954,-73.994923,Brooklyn
Utopia Playground,40.730524,-73.792709,Queens
Willowbrook Park,40.6056,-74.154865,Staten Island
Alley Park,40.747186,-73.744833,Queens
Coleman Playground,40.711118,-73.993253,Manhattan
Hilltop Playground,40.675091,-73.914413,Brooklyn
Central Park,40.793076,-73.958431,Manhattan
Little Bay Park,40.787889,-73.792825,Queens
Inwood Hill Park,40.869437,-73.922022,Manhattan
Taaffe Playground,40.69512,-73.960535,Brooklyn
Dimattina Playground,40.680487,-74.001915,Brooklyn
Jesse Owens Playground,40.690983,-73.932484,Brooklyn
John J Carty Park,40.61182,-74.031652,Brooklyn
Cunningham Park,40.726008,-73.775247,Queens
Carl Schurz Park,40.77645,-73.9433,Manhattan
P.S. 29 Ballfield,40.821426,-73.915925,Bronx
Marconi Park,40.694058,-73.795238,Queens
Fort Independence Playground,40.881416,-73.896042,Bronx
Willis Playground,40.810904,-73.923285,Bronx
Flushing Meadows Corona Park,40.751336,-73.849373,Queens
Tottenville Pool,40.50585,-74.235291,Staten Island
Idlewild Park,40.655151,-73.753739,Queens
Nautilus Playground,40.571621,-73.99605,Brooklyn
Montbellier Park,40.673933,-73.756935,Queens
West Harlem Piers,40.819868,-73.960257,Manhattan
Brigadier General Charles Young Playground,40.819254,-73.936539,Manhattan
Austin J. McDonald Playground,40.629441,-74.114967,Staten Island
Lincoln Terrace / Arthur S. Somers Park,40.665853,-73.927789,Brooklyn
Two Coves Community Garden,40.772137,-73.932178,Queens
Bensonhurst Park,40.597074,-73.999816,Brooklyn
Bushwick Inlet Park,40.721913,-73.960596,Brooklyn
Pomonok Playground,40.736108,-73.813996,Queens
Clintonville Playground,40.783017,-73.807546,Queens
Kelly Park Playground,40.604462,-73.9579,Brooklyn
Torsney Playground,40.747126,-73.921526,Queens
John V. Lindsay East River Park,40.722196,-73.97383,Manhattan
Bridge Park,40.845729,-73.927581,Bronx
Decatur Playground,40.681431,-73.9364,Brooklyn
Bicentennial Veterans Memorial Park,40.823776,-73.813812,Bronx
Sternberg Park,40.70686,-73.946869,Brooklyn
Rockaway Freeway,40.590925,-73.808763,Queens
Bronx Park,40.847141,-73.870393,Bronx
Rockaway Beach Boardwalk,40.585883,-73.806417,Queens
Central Park,40.793012,-73.955441,Manhattan
Red Hook Recreation Area,40.673747,-74.003807,Brooklyn
Flushing Meadows Corona Park,40.747725,-73.839275,Queens
Cadman Plaza Park,40.699554,-73.99023,Brooklyn
John Jay Park,40.768944,-73.949819,Manhattan
Edmonds Playground,40.689107,-73.971545,Brooklyn
Sorrentino Recreation Center,40.602437,-73.751374,Queens
Whitefish Triangle,40.725141,-73.898769,Queens
Bushwick Playground,40.701867,-73.939377,Brooklyn
Rev. Dr. Maggie Howard Playground,40.622661,-74.079251,Staten Island
Sunset Park,40.64772,-74.002961,Brooklyn
Sankofa Park,40.665469,-73.886125,Brooklyn
Jacobs Riis Park,40.568549,-73.865034,Queens
Middle Village Playground,40.710188,-73.873474,Queens
Beach 17 Playground,40.594387,-73.750342,Queens
Nostrand Playground,40.638308,-73.946871,Brooklyn
Rufus King Park,40.702832,-73.804348,Queens
Tompkins Square Park,40.726549,-73.980459,Manhattan
Franklin D. Roosevelt Boardwalk and Beach,40.572498,-74.085925,Staten Island
Manhattan Beach Park,40.575956,-73.946337,Brooklyn
Davis Playground,40.642072,-74.085595,Staten Island
Tappen Park,40.62675,-74.076771,Staten Island
Randall's Island Park,40.799533,-73.923414,Manhattan
Frontera Park,40.724776,-73.895402,Queens
Murray Hill Playground,40.761482,-73.811668,Queens
West Harlem Piers,40.818308,-73.961736,Manhattan
McLaughlin Park,40.696716,-73.985548,Brooklyn
Moore Playground,40.809498,-73.938551,Manhattan
Flushing Meadows Corona Park,40.745464,-73.845893,Queens
Pulaski Park,40.805164,-73.924082,Bronx
Thomas Jefferson Park,40.793642,-73.93678,Manhattan
Franklin D. Roosevelt Boardwalk and Beach,40.590109,-74.065126,Staten Island
Van Cortlandt Park,40.896846,-73.895164,Bronx
St. Mary's Park,40.811468,-73.914103,Bronx
Bronx River Parkway,40.827055,-73.873648,Bronx
John V. Lindsay East River Park,40.713394,-73.976635,Manhattan
Parade Ground,40.650151,-73.970705,Brooklyn
Stapleton Esplanade,40.62819,-74.072595,Staten Island
Baisley Pond Park,40.673931,-73.785259,Queens
Claremont Park,40.840929,-73.905445,Bronx
Stroud Playground,40.674844,-73.961962,Brooklyn
Inwood Hill Park,40.87122,-73.930757,Manhattan
Bensonhurst Park,40.59562,-74.001455,Brooklyn
Baisley Pond Park,40.68118,-73.787126,Queens
Martin Luther Playground,40.645804,-74.019499,Brooklyn
Colucci Playground,40.852545,-73.834661,Bronx
Poor Richard's Playground,40.792675,-73.942542,Manhattan
College Point Fields,40.777457,-73.837301,Queens
Frontera Park,40.724591,-73.894959,Queens
Cunningham Park,40.736067,-73.76856,Queens
Father Macris Park,40.616732,-74.16293,Staten Island
Pelham Bay Park,40.849328,-73.824745,Bronx
MacArthur Playground,40.752364,-73.965006,Manhattan
Gen. Douglas MacArthur Park,40.587469,-74.099908,Staten Island
Sheepshead Playground,40.58909,-73.940264,Brooklyn
Haffen Park,40.87285,-73.839878,Bronx
Harold Schneiderman Playground,40.664701,-73.850438,Queens
Central Park,40.777289,-73.963923,Manhattan
Central Park,40.796827,-73.949914,Manhattan
City Line Park,40.679143,-73.87586,Brooklyn
Yak Playground,40.592412,-73.935806,Brooklyn
Prospect Park,40.665391,-73.974163,Brooklyn
Joseph C. Sauer Park,40.72835,-73.979929,Manhattan
St. John's Park,40.674383,-73.934514,Brooklyn
St. Michael's Playground,40.758205,-73.900267,Queens
Beach 9 Playground,40.595459,-73.745846,Queens
Asser Levy Playground,40.736143,-73.975668,Manhattan
Dean Playground,40.680649,-73.972945,Brooklyn
Kissena Park,40.747499,-73.807693,Queens
Parade Ground,40.650335,-73.968371,Brooklyn
Sara D. Roosevelt Park,40.720424,-73.992258,Manhattan
Beach 17 Playground,40.594732,-73.750099,Queens
Seton Park,40.885438,-73.916106,Bronx
Coney Island Beach & Boardwalk,40.572407,-73.986711,Brooklyn
Central Park,40.772363,-73.96784,Manhattan
Hallets Cove Playground,40.771795,-73.934551,Queens
Skyline Playground,40.639261,-74.089972,Staten Island
Neptune Playground,40.578438,-73.980614,Brooklyn
Astoria Park,40.779552,-73.92255,Queens
Curtis Playground,40.641187,-73.917343,Brooklyn
Central Park,40.767631,-73.971305,Manhattan
Baisley Pond Park,40.670561,-73.788385,Queens
Starr Playground,40.709816,-73.917768,Queens
Aqueduct Walk,40.85775,-73.908426,Bronx
John V. Lindsay East River Park,40.718297,-73.973755,Manhattan
Dimattina Playground,40.680213,-74.002914,Brooklyn
Mitchel Square,40.840099,-73.940076,Manhattan
Breukelen Ballfields,40.651809,-73.891053,Brooklyn
Dyker Beach Park,40.60651,-74.020244,Brooklyn
Southern Fields,40.665541,-73.824487,Queens
Tucker Place,40.58356,-73.941502,Brooklyn
Helen Marshall Playground,40.765956,-73.870206,Queens
Tecumseh Playground,40.781805,-73.978756,Manhattan
Bush Terminal Park,40.651628,-74.020887,Brooklyn
Astoria Park,40.778529,-73.922167,Queens
Red Hook Recreation Area,40.672655,-74.004588,Brooklyn
Riverside Park,40.825682,-73.953835,Manhattan
Silver Lake Park,40.626821,-74.09422,Staten Island
Spring Street Park,40.724983,-74.004543,Manhattan
Riverside Park,40.783474,-73.984823,Manhattan
Schmul Park,40.590114,-74.187811,Staten Island
Sol Lain Plgd,40.714267,-73.983972,Manhattan
Irving Square Park,40.692818,-73.908809,Brooklyn
Webster Playground,40.859269,-73.892878,Bronx
McCarren Park,40.721451,-73.953254,Brooklyn
Commodore Barry Park,40.698029,-73.978634,Brooklyn
Arsenal West,40.769783,-73.982919,Manhattan
Van Cortlandt Park,40.900925,-73.892612,Bronx
Abraham Lincoln Playground,40.812103,-73.936892,Manhattan
Strawberry Playground,40.709786,-73.955845,Brooklyn
Merriam Playground,40.840333,-73.926783,Bronx
Great Kills Park,40.564121,-74.097532,Staten Island
Hunts Point Playground,40.814244,-73.885918,Bronx
Rev. T. Wendell Foster Park and Recreation Center,40.834136,-73.923742,Bronx
Alley Athletic Playground,40.739622,-73.734416,Queens
Pratt Playground,40.692582,-73.962267,Brooklyn
Holcombe Rucker Park,40.828721,-73.935756,Manhattan
Fort Greene Park,40.690718,-73.974693,Brooklyn
Harvey Park,40.782202,-73.823804,Queens
Central Park,40.780482,-73.97136,Manhattan
Franz Sigel Park,40.823087,-73.925716,Bronx
Jackie Robinson Playground,40.665629,-73.95929,Brooklyn
Cambria Playground,40.688687,-73.742195,Queens
John V. Lindsay East River Park,40.7158,-73.975204,Manhattan
Spirit Playground,40.761249,-73.941259,Queens
Renaissance Playground,40.821381,-73.941462,Manhattan
Dry Dock Playground,40.725319,-73.975556,Manhattan
Butterfly Gardens,40.660201,-73.986471,Brooklyn
Ocean Hill Playground,40.674151,-73.912351,Brooklyn
Lost Battalion Hall Recreation Center,40.731804,-73.865513,Queens
Manhattan Beach Park,40.576392,-73.946553,Brooklyn
Forest Park,40.700726,-73.855205,Queens
Rev. T. Wendell Foster Park and Recreation Center,40.8318,-73.923888,Bronx
Pelham Bay Park,40.86748,-73.793264,Bronx
Randall's Island Park,40.793524,-73.924042,Manhattan
Grover Cleveland Playground,40.7101,-73.911637,Queens
Soundview Park,40.818542,-73.870426,Bronx
Lieutenant John H. Martinson Playground,40.536742,-74.162503,Staten Island
Forest Park,40.700452,-73.857838,Queens
Mosholu Parkway,40.877775,-73.882444,Bronx
Jesse Owens Playground,40.691654,-73.932473,Brooklyn
McCarren Park,40.720081,-73.94993,Brooklyn
Redfern Playground,40.611121,-73.749396,Queens
Coney Island Boat Basin,40.58275,-73.989171,Brooklyn
Hunts Point Riverside Park,40.817534,-73.88168,Bronx
Bowne Playground,40.75847,-73.825183,Queens
Riverside Park,40.808264,-73.966666,Manhattan
Fort Totten Park,40.795569,-73.777991,Queens
Claremont Park,40.838627,-73.907521,Bronx
Pelham Bay Park,40.867004,-73.793916,Bronx
Marcy Playground,40.695627,-73.950079,Brooklyn
Roy Wilkins Recreation Center,40.687509,-73.774129,Queens
Little Bay Park,40.789327,-73.791253,Queens
Highbridge Park,40.852892,-73.926793,Manhattan
Union Square Park,40.736438,-73.989918,Manhattan
Jackie Robinson Playground,40.665887,-73.95887,Brooklyn
Melrose Playground,40.820504,-73.918142,Bronx
Central Park,40.795877,-73.950268,Manhattan
St. Mary's Park,40.810503,-73.911386,Bronx
Quaker Parrot Park at the Dust Bowl,40.632343,-74.013033,Brooklyn
Grady Playground,40.582383,-73.964612,Brooklyn
Evergreen Park,40.697507,-73.896962,Queens
Mount Prospect Park,40.672095,-73.965815,Brooklyn
Martinez Playground,40.708987,-73.944434,Brooklyn
Williamsbridge Oval,40.877728,-73.87851,Bronx
Judge Moses Weinstein Playground,40.718506,-73.820517,Queens
Roy Wilkins Recreation Center,40.687241,-73.769516,Queens
East River Waterfront Esplanade,40.70973,-73.991523,Manhattan
Mount Prospect Park,40.671628,-73.967383,Brooklyn
Coney Island Beach & Boardwalk,40.572137,-74.001129,Brooklyn
West 4th Street Courts,40.730973,-74.001,Manhattan
Thomas Jefferson Park,40.793556,-73.93481,Manhattan
Little Flower Playground,40.712428,-73.988497,Manhattan
Madison Square Park,40.742419,-73.987481,Manhattan
Central Park,40.76779,-73.970775,Manhattan
Lincoln Terrace / Arthur S. Somers Park,40.667091,-73.925498,Brooklyn
Van Cortlandt Park,40.890141,-73.8959,Bronx
Flushing Meadows Corona Park,40.760184,-73.848292,Queens
Commodore Barry Park,40.697852,-73.977727,Brooklyn
The Battery,40.704494,-74.015621,Manhattan
Greenpoint Playground,40.735611,-73.959108,Brooklyn
Flushing Meadows Corona Park,40.744154,-73.845167,Queens
Wards Island Park,40.785255,-73.935381,Manhattan
Bathgate Playground,40.852109,-73.894512,Bronx
Flushing Meadows Corona Park,40.751761,-73.837424,Queens
Fort Totten Park,40.793049,-73.776753,Queens
Highbridge Park,40.841135,-73.934867,Manhattan
Flushing Meadows Corona Park,40.751761,-73.837424,Queens
Washington Square Park,40.731548,-73.99775,Manhattan
Cadman Plaza Park,40.698639,-73.990771,Brooklyn
Central Park,40.783793,-73.965843,Manhattan
Jerome Playground South,40.844846,-73.914118,Bronx
Battery Park City,40.707885,-74.018144,Manhattan
Isham Park,40.870409,-73.920602,Manhattan
Jackie Robinson Park,40.824269,-73.942448,Manhattan
Big Bush Playground,40.739884,-73.902644,Queens
Dyker Beach Park,40.617906,-74.020657,Brooklyn
Parade Ground,40.651262,-73.970268,Brooklyn
Flushing Meadows Corona Park,40.740352,-73.841311,Queens
Prospect Park,40.660879,-73.973867,Brooklyn
De Witt Clinton Park,40.768582,-73.99396,Manhattan
Central Park,40.769921,-73.975896,Manhattan
Nathan Weidenbaum Playground,40.738036,-73.902329,Queens
Herbert Von King Park,40.690078,-73.945773,Brooklyn
Sperandeo Brothers Playground,40.677725,-73.883782,Brooklyn
Forest Park,40.709635,-73.835766,Queens
Central Park,40.779697,-73.971251,Manhattan
Washington Skate Park,40.672486,-73.985892,Brooklyn
Kaiser Park,40.578349,-73.995344,Brooklyn
Flushing Fields,40.776165,-73.817164,Queens
Rockaway Beach Boardwalk,40.584526,-73.810957,Queens
Clark Playground,40.813922,-73.921274,Bronx
Daniel M. O'Connell Playground,40.699645,-73.757723,Queens
Manhattan Beach Park,40.576561,-73.945426,Brooklyn
Bufano Park,40.83799,-73.83105,Bronx
Central Park,40.772416,-73.972023,Manhattan
Riverside Park,40.785721,-73.984461,Manhattan
Northerleigh Park,40.622637,-74.134183,Staten Island
Riverside Park,40.803491,-73.972033,Manhattan
Forest Park,40.70074,-73.852752,Queens
Seabury Playground,40.836488,-73.887872,Bronx
Dodger Playground,40.664796,-73.952394,Brooklyn
Brigadier General Charles Young Playground,40.819839,-73.935876,Manhattan
Loreto Playground,40.848979,-73.852061,Bronx
Oxport Playground,40.697613,-73.976132,Brooklyn
Prospect Park,40.660662,-73.963429,Brooklyn
Pelham Bay Park,40.868872,-73.793031,Bronx
Morningside Park,40.809972,-73.955945,Manhattan
West Playground,40.58733,-73.969802,Brooklyn
Hunter's Point South Park,40.743295,-73.960119,Queens
Lyons Pool,40.637536,-74.074754,Staten Island
Kissena Corridor Park,40.749442,-73.822692,Queens
Hamilton Fish Park,40.719544,-73.980224,Manhattan
Tompkins Square Park,40.725506,-73.98164,Manhattan
Harvard Playground,40.709189,-73.781595,Queens
Bushwick Inlet Park,40.721812,-73.960906,Brooklyn
Flushing Meadows Corona Park,40.746351,-73.838583,Queens
Herbert Von King Park,40.689654,-73.945964,Brooklyn
High Rock Park,40.58262,-74.123029,Staten Island
Central Park,40.769106,-73.973702,Manhattan
Whitey Ford Field,40.777272,-73.934507,Queens
Riverside Park,40.789935,-73.98093,Manhattan
Inwood Hill Park,40.87007,-73.921791,Manhattan
Green Central Knoll,40.701116,-73.933036,Brooklyn
Van Cortlandt Park,40.885139,-73.891039,Bronx
Fish Playground,40.678156,-73.91511,Brooklyn
Van Cortlandt Park,40.891069,-73.892826,Bronx
Prospect Park,40.666899,-73.973706,Brooklyn
Rockaway Beach Boardwalk,40.584595,-73.810292,Queens
Bayside Fields,40.773193,-73.786101,Queens
Parade Ground,40.650243,-73.967926,Brooklyn
Mohegan Triangle,40.844258,-73.884707,Bronx
Vito Locascio Field,40.670185,-73.843,Queens
Marcus Garvey Park,40.804318,-73.942246,Manhattan
Mapes Pool,40.846767,-73.886654,Bronx
Prospect Park,40.66106,-73.976462,Brooklyn
Sumner Playground,40.697421,-73.942152,Brooklyn
Baruch Playground,40.717846,-73.976393,Manhattan
Wolfe's Pond Park,40.516677,-74.189842,Staten Island
Stuyvesant Square,40.733464,-73.985022,Manhattan
Jackie Robinson Park,40.825992,-73.941273,Manhattan
Central Park,40.773058,-73.974529,Manhattan
Clove Lakes Park,40.618526,-74.106388,Staten Island
Recreational Area,40.82984,-73.952381,Manhattan
Liotti Ikefugi Playground,40.638626,-74.083962,Staten Island
Randall's Island Park,40.799132,-73.92252,Manhattan
Canarsie Park,40.626115,-73.900204,Brooklyn
Tony Dapolito Recreation Center,40.729629,-74.005434,Manhattan
Coney Island Beach & Boardwalk,40.57493,-73.962154,Brooklyn
Central Park,40.778734,-73.972167,Manhattan
Alice Austen Park,40.615119,-74.063025,Staten Island
Jackie Robinson Park,40.824269,-73.942448,Manhattan
"Martin Luther King, Jr. Playground",40.799897,-73.950718,Manhattan
Cunningham Park,40.73524,-73.771796,Queens
Yolanda García Park,40.8229,-73.913884,Bronx
Central Park,40.769456,-73.970582,Manhattan
Henry M. Jackson Playground,40.714035,-73.981703,Manhattan
Bronx Park,40.847141,-73.870393,Bronx
Macombs Dam Park,40.826428,-73.928259,Bronx
Bushwick Inlet Park,40.722063,-73.961499,Brooklyn
Henry Hudson Park,40.881079,-73.921259,Bronx
Rev. T. Wendell Foster Park and Recreation Center,40.833089,-73.9235,Bronx
General Hart Playground,40.74867,-73.89751,Queens
Stockton Playground,40.697124,-73.948646,Brooklyn
Red Hook Recreation Area,40.673138,-74.00335,Brooklyn
Marine Park,40.605025,-73.936513,Brooklyn
Gonzalo Plasencia Playground,40.652927,-74.008363,Brooklyn
Battery Park City,40.716241,-74.01433,Manhattan
Riverside Park South,40.777699,-73.989031,Manhattan
North Rochdale Playground,40.680094,-73.775153,Queens
Chelsea Park,40.749852,-74.000839,Manhattan
Sol Bloom Playground,40.789702,-73.968719,Manhattan
Police Officer Nicholas Demutiis Park,40.681815,-73.839505,Queens
The Battery,40.701747,-74.014693,Manhattan
Coney Island Beach & Boardwalk,40.574617,-73.969203,Brooklyn
Kwame Ture Recreation Center,40.844062,-73.918944,Bronx
Pelham Bay Park,40.869074,-73.791467,Bronx
Franklin D. Roosevelt Boardwalk and Beach,40.588637,-74.066789,Staten Island
Franklin D. Roosevelt Boardwalk and Beach,40.569385,-74.090762,Staten Island
Spuyten Duyvil Playground,40.887144,-73.916234,Bronx
Wards Island Park,40.786265,-73.931561,Manhattan
Conference House Park,40.502707,-74.252802,Staten Island
Coney Island Beach & Boardwalk,40.572704,-73.982916,Brooklyn
Crotona Park,40.835816,-73.900123,Bronx
Brevoort Playground,40.68058,-73.922931,Brooklyn
John V. Lindsay East River Park,40.715736,-73.974742,Manhattan
CPL. Thompson Park,40.637636,-74.119289,Staten Island
Marine Park,40.596756,-73.928239,Brooklyn
Riverdale Playground,40.887708,-73.914806,Bronx
Corporal John A. Seravalli Playground,40.738906,-74.004564,Manhattan
Ericsson Playground,40.719913,-73.948056,Brooklyn
Grand Canal Court,40.722187,-74.005022,Manhattan
Grassmere Playground,40.599169,-73.758508,Queens
Alley Pond Park,40.741939,-73.739955,Queens
Farm Playground,40.735973,-73.77722,Queens
Bella Abzug Park,40.754967,-74.001232,Manhattan
John Paul Jones Park,40.611693,-74.034234,Brooklyn
Prospect Park,40.660165,-73.975773,Brooklyn
FDNY-EMT Yadira Arroyo Playground,40.828427,-73.857942,Bronx
Owl's Head Park,40.6402,-74.034965,Brooklyn
Forest Park,40.696026,-73.866434,Queens
William F. Passannante Ballfield,40.72872,-74.002423,Manhattan
Bill Rainey Park,40.81867,-73.898405,Bronx
Springfield Park,40.660911,-73.762713,Queens
Blake Hobbs Playground,40.789336,-73.943941,Manhattan
Marine Park,40.607861,-73.937449,Brooklyn
Doughboy Park,40.746253,-73.908635,Queens
Van Voorhees Playground,40.690502,-73.999592,Brooklyn
Rockaway Beach,40.577756,-73.836105,Queens
Flushing Meadows Corona Park,40.751272,-73.848553,Queens
John J Carty Park,40.614031,-74.02944,Brooklyn
Gertrude Ederle Recreation Center,40.771458,-73.98874,Manhattan
Cooper Park,40.716162,-73.937483,Brooklyn
St. Nicholas Park,40.814008,-73.950397,Manhattan
Electric Playground,40.736164,-73.804995,Queens
Central Park,40.778391,-73.967676,Manhattan
Park Of The Americas,40.748372,-73.861432,Queens
Elizabeth Stroud Playground,40.679652,-73.931027,Brooklyn
Breukelen Ballfields,40.654274,-73.893905,Brooklyn
Forest Park,40.698396,-73.858391,Queens
Prospect Park,40.666899,-73.973706,Brooklyn
Fred Samuel Playground,40.817275,-73.939139,Manhattan
Washington Square Park,40.730387,-73.99681,Manhattan
Sheltering Arms Playground,40.815197,-73.955787,Manhattan
Carver Playground,40.680053,-73.920378,Brooklyn
Bruckner Playground,40.826879,-73.828786,Bronx
John V. Lindsay East River Park,40.722371,-73.972736,Manhattan
Rochdale Park,40.674211,-73.774899,Queens
Greene Playground,40.686319,-73.965756,Brooklyn
Alley Athletic Playground,40.739139,-73.737855,Queens
Tottenville Pool,40.505848,-74.235291,Staten Island
CPL. Thompson Park,40.636927,-74.119112,Staten Island
Horace Harding Playground,40.733755,-73.860715,Queens
Ocean Breeze Park,40.583077,-74.075188,Staten Island
Watson Gleason Playground,40.828195,-73.868995,Bronx
Riverside Park,40.815409,-73.962212,Manhattan
Rochdale Park,40.674941,-73.773403,Queens
Lyons Square Playground,40.822963,-73.888089,Bronx
St. John's Park,40.673711,-73.934381,Brooklyn
Sara D. Roosevelt Park,40.722622,-73.991287,Manhattan
Nicholas Naquan Heyward Jr. Park,40.684649,-73.987811,Brooklyn
Maria Hernandez Park,40.703016,-73.924241,Brooklyn
Floyd Patterson Ballfields,40.661393,-73.90386,Brooklyn
Stanley Isaacs Playground,40.783264,-73.944394,Manhattan
Fermi Playground,40.700198,-73.928246,Brooklyn
Socrates Sculpture Park,40.76787,-73.936218,Queens
Andrews Grove,40.743378,-73.954867,Queens
Marcus Garvey Park,40.804984,-73.94486,Manhattan
Coffey Park,40.677505,-74.008621,Brooklyn
Triborough Bridge Playground B,40.774695,-73.923224,Queens
McGuire Fields,40.618411,-73.898703,Brooklyn
Battery Park City,40.715963,-74.016713,Manhattan
Riverside Park,40.800569,-73.973641,Manhattan
Carl Schurz Park,40.774097,-73.944488,Manhattan
Rockaway Beach Boardwalk,40.584641,-73.810846,Queens
Barretto Point Park,40.805997,-73.888072,Bronx
Willowbrook Park,40.604296,-74.158791,Staten Island
Highbridge Park,40.842788,-73.934216,Manhattan
Forest Park,40.69821,-73.858008,Queens
Central Park,40.783793,-73.965843,Manhattan
St. Andrew's Playground,40.67826,-73.942827,Brooklyn
Central Park,40.790269,-73.957869,Manhattan
Highland Park,40.69062,-73.884601,Queens
Dyker Beach Park,40.611412,-74.015939,Brooklyn
Flushing Meadows Corona Park,40.751408,-73.833778,Queens
Roebling Playground,40.706081,-73.962386,Brooklyn
Washington Square Park,40.730885,-73.996689,Manhattan
Parade Ground,40.652903,-73.966475,Brooklyn
Highbridge Park,40.857532,-73.924071,Manhattan
The Battery,40.702042,-74.015144,Manhattan
Highland Park,40.684357,-73.886723,Queens
Gertrude Ederle Recreation Center,40.771458,-73.98874,Manhattan
The Pearly Gates,40.838835,-73.845772,Bronx
Sara D. Roosevelt Park,40.71651,-73.994433,Manhattan
Cunningham Park,40.729044,-73.773631,Queens
Rockaway Beach and Boardwalk,40.586536,-73.799727,Queens
Bensonhurst Park,40.597047,-74.001467,Brooklyn
Lincoln Terrace / Arthur S. Somers Park,40.665642,-73.928412,Brooklyn
Bronx Park,40.851456,-73.868681,Bronx
Castlewood Playground,40.7499,-73.72083,Queens
Paerdegat Park,40.63855,-73.937914,Brooklyn
Wagner Houses Pool,40.801736,-73.932762,Manhattan
Central Park,40.78967,-73.965679,Manhattan
Central Park,40.771795,-73.969698,Manhattan
Andrew Haswell Green Park,40.760069,-73.957126,Manhattan
Co-op City Field,40.876008,-73.823914,Bronx
Detective Keith L Williams Park,40.701595,-73.784135,Queens
Stuyvesant Square,40.733214,-73.984548,Manhattan
Flushing Meadows Corona Park,40.740373,-73.842,Queens
Central Park,40.783793,-73.965843,Manhattan
Kissena Corridor Park,40.746192,-73.791072,Queens
Arrochar Playground,40.597788,-74.071224,Staten Island
The Battery,40.701747,-74.014693,Manhattan
Sunners Playground,40.632596,-73.929565,Brooklyn
Pulaski Playground,40.693394,-73.941338,Brooklyn
Prospect Park,40.658489,-73.963145,Brooklyn
McGuire Fields,40.620416,-73.901355,Brooklyn
Poe Park,40.864558,-73.894759,Bronx
Mafera Park,40.706601,-73.891422,Queens
Dome Playground,40.638038,-73.980072,Brooklyn
Greenwood Playground,40.650239,-73.976646,Brooklyn
Sedgwick Playground,40.845527,-73.923364,Bronx
Hamilton Fish Park,40.719588,-73.981388,Manhattan
Sarsfield Playground,40.620243,-73.937615,Brooklyn
Forest Park,40.7012,-73.854408,Queens
Roy Wilkins Recreation Center,40.685389,-73.770875,Queens
