propertyna,latitude,longitude,borough
Forest Park,40.710769,-73.835496,Queens
Boerum Park,40.684629,-73.990429,Brooklyn
Marble Hill Playground,40.877524,-73.908043,Bronx
De Hostos Playground,40.702557,-73.949506,Brooklyn
Alfred E. Smith Playground,40.710185,-73.997636,Manhattan
Lincoln Terrace / Arthur S. Somers Park,40.666308,-73.927575,Brooklyn
Willowbrook Park,40.604623,-74.155298,Staten Island
Manhattan Beach Park,40.575933,-73.94635,Brooklyn
Squibb Park,40.70103,-73.995422,Brooklyn
Dyker Beach Park,40.605678,-74.017769,Brooklyn
Washington Square Park,40.730789,-73.998481,Manhattan
Brooklyn Bridge Park,40.692898,-74.00171,Brooklyn
Mafera Park,40.708277,-73.890698,Queens
Coney Island Boat Basin,40.58286,-73.989209,Brooklyn
Rev. T. Wendell Foster Park and Recreation Center,40.83148,-73.925154,Bronx
Detective Keith L Williams Park,40.701723,-73.784254,Queens
The Pearly Gates,40.838936,-73.845426,Bronx
Roy Wilkins Recreation Center,40.687924,-73.772918,Queens
Central Park,40.780556,-73.968881,Manhattan
Roebling Playground,40.706468,-73.961852,Brooklyn
Silver Lake Park,40.626138,-74.093461,Staten Island
Bloomingdale Park,40.533467,-74.210469,Staten Island
Pelham Bay Park,40.848212,-73.825505,Bronx
Frank Principe Park,40.728339,-73.905387,Queens
Queensbridge Park,40.756955,-73.947113,Queens
Crotona Park,40.840033,-73.895347,Bronx
Dyker Beach Park,40.610262,-74.014699,Brooklyn
Van Cortlandt Park,40.890029,-73.896489,Bronx
Bronx Park,40.846972,-73.869844,Bronx
Henry Hudson Park,40.881004,-73.921534,Bronx
People's Park,40.809331,-73.916946,Bronx
Flushing Meadows Corona Park,40.740431,-73.841935,Queens
The Battery,40.702428,-74.016282,Manhattan
Playground One,40.712158,-73.997463,Manhattan
Canarsie Park,40.630688,-73.893195,Brooklyn
Forest Park,40.702459,-73.868622,Queens
Rockaway Beach and Boardwalk,40.591836,-73.762474,Queens
Pelham Bay Park,40.870273,-73.788302,Bronx
Central Park,40.766971,-73.971929,Manhattan
Thomas Greene Playground,40.680632,-73.985635,Brooklyn
Columbus Park,40.715298,-73.999717,Manhattan
Peter Detmold Park,40.753341,-73.963952,Manhattan
Forest Park,40.700768,-73.852775,Queens
Junction Playground,40.754848,-73.872202,Queens
Manhattan Beach Park,40.576767,-73.94297,Brooklyn
Bronx Park,40.85578,-73.870367,Bronx
Sperandeo Brothers Playground,40.676875,-73.884473,Brooklyn
Coney Island Beach & Boardwalk,40.574757,-73.964153,Brooklyn
Flushing Meadows Corona Park,40.744767,-73.838761,Queens
Police Officer Edward Byrne Park,40.667438,-73.807024,Queens
Stuyvesant Square,40.733214,-73.984548,Manhattan
Central Park,40.768913,-73.977004,Manhattan
Arsenal West,40.769783,-73.98292,Manhattan
The Battery,40.702222,-74.01299,Manhattan
Ramon Aponte Park,40.761461,-73.989475,Manhattan
Coney Island Beach & Boardwalk,40.571806,-73.999161,Brooklyn
Washington Skate Park,40.672271,-73.985467,Brooklyn
Alice Kornegay Triangle,40.806566,-73.935548,Manhattan
Marine Park,40.601492,-73.931972,Brooklyn
Amelia Gorman Park,40.855309,-73.932185,Manhattan
Rockaway Beach and Boardwalk,40.593166,-73.752569,Queens
Poe Park,40.864255,-73.895053,Bronx
Fort Washington Park,40.841992,-73.946656,Manhattan
Prospect Park,40.654882,-73.972731,Brooklyn
Norelli-Hargreaves Playground,40.690478,-73.809194,Queens
Grover Cleveland Playground,40.711267,-73.910882,Queens
Juniper Valley Park,40.720339,-73.875879,Queens
Coney Island Beach & Boardwalk,40.573452,-73.976138,Brooklyn
Cunningham Park,40.73939,-73.764646,Queens
Flushing Meadows Corona Park,40.743573,-73.842252,Queens
Rockaway Beach Boardwalk,40.583219,-73.816453,Queens
Brigadier General Charles Young Playground,40.819768,-73.936137,Manhattan
Riverside Park,40.804589,-73.971262,Manhattan
Silver Lake Park,40.627473,-74.100591,Staten Island
Owl's Head Park,40.640489,-74.033533,Brooklyn
Prospect Park,40.661651,-73.965858,Brooklyn
Central Park,40.790471,-73.954649,Manhattan
Dr. Charles R. Drew Park,40.680284,-73.802448,Queens
Flushing Meadows Corona Park,40.741195,-73.849571,Queens
Chelsea Recreation Center,40.748296,-74.002219,Manhattan
Roberto Clemente Ballfield,40.706735,-73.967686,Brooklyn
Kissena Park,40.747641,-73.804401,Queens
Franklin D. Roosevelt Boardwalk and Beach,40.588442,-74.067394,Staten Island
Central Park,40.7738,-73.966757,Manhattan
Flushing Meadows Corona Park,40.759985,-73.849406,Queens
Calvert Vaux Park,40.587565,-73.990841,Brooklyn
Fort Hamilton Athletic Field,40.626087,-74.037417,Brooklyn
South Rochdale Playground,40.673924,-73.768796,Queens
"Phil ""Scooter"" Rizzuto Park",40.695001,-73.822533,Queens
Haffen Park,40.873576,-73.838946,Bronx
Hermon A. MacNeil Park,40.793514,-73.851517,Queens
Dutch Kills Playground,40.757721,-73.933431,Queens
Jennifer's Playground,40.619897,-74.163452,Staten Island
St. Nicholas Park,40.813942,-73.950843,Manhattan
Blood Root Valley,40.591772,-74.139254,Staten Island
Laurelton Parkway,40.684888,-73.726915,Queens
Howard Pool,40.672864,-73.909099,Brooklyn
Randall's Island Park,40.796279,-73.915906,Manhattan
Frank D. O'Connor Playground,40.744091,-73.886962,Queens
Franklin D. Roosevelt Boardwalk and Beach,40.568647,-74.091634,Staten Island
Hickman Playground,40.620526,-73.913195,Brooklyn
Flushing Meadows Corona Park,40.763196,-73.860179,Queens
Century Playground,40.577116,-73.970924,Brooklyn
Central Park,40.774578,-73.972405,Manhattan
Gravesend Park,40.62341,-73.98393,Brooklyn
Marine Park,40.604031,-73.930653,Brooklyn
Central Park,40.794479,-73.951319,Manhattan
Fort Tryon Park,40.861892,-73.933292,Manhattan
Franklin D. Roosevelt Boardwalk and Beach,40.575367,-74.081206,Staten Island
St. John's Park,40.673972,-73.935529,Brooklyn
Shore Park and Parkway,40.633306,-74.038725,Brooklyn
Flushing Meadows Corona Park,40.747679,-73.839251,Queens
Van Cortlandt Park,40.890014,-73.881239,Bronx
Hilton White Playground,40.822831,-73.907452,Bronx
Prospect Park,40.665364,-73.965469,Brooklyn
John V. Lindsay East River Park,40.721511,-73.974214,Manhattan
Detective William T. Gunn Playground,40.731429,-73.732087,Queens
Macombs Dam Park,40.82759,-73.928244,Bronx
Thomas Jefferson Park,40.793959,-73.936481,Manhattan
St. John's Park,40.673861,-73.934891,Brooklyn
Juniper Valley Park,40.721122,-73.879234,Queens
Coney Island Beach & Boardwalk,40.572981,-73.980521,Brooklyn
Soundview Park,40.819128,-73.878091,Bronx
Old Town Playground,40.595798,-74.081371,Staten Island
Wagner Playground,40.799745,-73.934469,Manhattan
Oracle Playground,40.693777,-73.971786,Brooklyn
Stars & Stripes Playground,40.885526,-73.839082,Bronx
Dunbar Playground,40.82266,-73.906415,Bronx
Battery Park City,40.713545,-74.016883,Manhattan
Aesop Park,40.509589,-74.230214,Staten Island
Marine Park,40.597246,-73.927803,Brooklyn
Sheltering Arms Playground,40.815075,-73.955413,Manhattan
D'Emic Playground,40.655966,-74.00464,Brooklyn
Astoria Heights Playground,40.760158,-73.911556,Queens
Beach 17 Playground,40.594891,-73.747149,Queens
Astoria Park,40.78027,-73.919593,Queens
James Weldon Johnson Playground,40.797258,-73.942294,Manhattan
Marcy Playground,40.695378,-73.950913,Brooklyn
Highbridge Park,40.842788,-73.934216,Manhattan
The Olde Towne of Flushing Burial Ground,40.755651,-73.801959,Queens
St. Andrew's Playground,40.679133,-73.94245,Brooklyn
Marion Hopkinson Playground,40.681666,-73.913572,Brooklyn
Cooper Triangle,40.728739,-73.990846,Manhattan
Williamsbridge Oval,40.878589,-73.876986,Bronx
Wards Island Park,40.783881,-73.925836,Manhattan
Calvert Vaux Park,40.587936,-73.990216,Brooklyn
Recreational Area,40.828427,-73.952928,Manhattan
Oxport Playground,40.697711,-73.976449,Brooklyn
Red Hook Recreation Area,40.672382,-74.004045,Brooklyn
De Witt Clinton Park,40.767991,-73.994591,Manhattan
Herbert Von King Park,40.690087,-73.94647,Brooklyn
Dr. Ronald McNair Park,40.67025,-73.961997,Brooklyn
Almeda Playground,40.593791,-73.794409,Queens
Aqueduct Walk,40.85836,-73.908035,Bronx
Riverside Park,40.797081,-73.974755,Manhattan
Tall Oak Playground,40.746288,-73.758246,Queens
Parade Ground,40.651594,-73.965417,Brooklyn
Coney Island Beach & Boardwalk,40.572133,-74.001113,Brooklyn
Rockaway Beach and Boardwalk,40.586485,-73.800005,Queens
Arsenal North,40.793092,-73.951366,Manhattan
Saratoga Park,40.684838,-73.920113,Brooklyn
Flushing Meadows Corona Park,40.760933,-73.84714,Queens
Prospect Park,40.665219,-73.975115,Brooklyn
George Walker Jr. Park,40.678563,-73.895439,Brooklyn
Bronx River Parkway,40.82134,-73.871707,Bronx
Van Cortlandt Park,40.895368,-73.893152,Bronx
P.S. 155 Playground,40.797416,-73.935452,Manhattan
Brownsville Playground,40.656223,-73.902784,Brooklyn
Bronx Park,40.847141,-73.870393,Bronx
Houston Playground,40.672162,-73.905042,Brooklyn
Central Park,40.783793,-73.965843,Manhattan
Challenge Playground,40.756788,-73.728111,Queens
Walker Park,40.643048,-74.110229,Staten Island
Hunter's Point South Park,40.740063,-73.960046,Queens
Central Park,40.789419,-73.96395,Manhattan
Sixteen Sycamores Playground,40.686867,-73.981344,Brooklyn
Highland Park,40.684627,-73.885072,Queens
Kennedy King Playground,40.658532,-73.922032,Brooklyn
Old Town Playground,40.595084,-74.081003,Staten Island
Crosson Park,40.742946,-73.895847,Queens
McGuire Fields,40.620474,-73.901339,Brooklyn
Betsy Head Park,40.66348,-73.912439,Brooklyn
Central Park,40.788422,-73.966262,Manhattan
Coney Island Beach & Boardwalk,40.57462,-73.965423,Brooklyn
Pfc Norton Playground,40.614616,-73.944896,Brooklyn
Asser Levy Playground,40.736109,-73.976196,Manhattan
Frank Golden Park,40.7852,-73.834581,Queens
Carl Schurz Park,40.774034,-73.943899,Manhattan
College Point Fields,40.776598,-73.838262,Queens
Central Park,40.793442,-73.960639,Manhattan
Maria Hernandez Park,40.703862,-73.923256,Brooklyn
De Matti Park,40.614279,-74.074155,Staten Island
Cunningham Park,40.727955,-73.774503,Queens
Colden Playground,40.770519,-73.827716,Queens
Morningside Park,40.806304,-73.958251,Manhattan
McCaffrey Playground,40.758965,-73.991207,Manhattan
McCarren Park,40.720081,-73.94993,Brooklyn
Triborough Bridge Playground C,40.773833,-73.922316,Queens
The Battery,40.702097,-74.016392,Manhattan
J. Hood Wright Park,40.846892,-73.9414,Manhattan
Columbus Park,40.692998,-73.989915,Brooklyn
Golconda Playground,40.697839,-73.982873,Brooklyn
Real Good Playground,40.735415,-73.857273,Queens
Andries Playground,40.62324,-73.946558,Brooklyn
Yak Playground,40.592204,-73.936826,Brooklyn
Star Spangled Playground,40.691618,-73.957858,Brooklyn
Vidalia Park,40.843683,-73.881196,Bronx
Belmont Playground,40.850559,-73.887522,Bronx
Rockaway Beach Boardwalk,40.579499,-73.828959,Queens
Bush Terminal Park,40.653293,-74.019177,Brooklyn
Manhattan Beach Park,40.577531,-73.940473,Brooklyn
Ehrenreich-Austin Playground,40.715919,-73.837137,Queens
Behagen Playground,40.825141,-73.901098,Bronx
Fox Playground,40.632887,-73.923805,Brooklyn
Dr. Gertrude B. Kelly Playground,40.741679,-74.002074,Manhattan
Belt Parkway/Shore Parkway,40.61986,-73.898337,Brooklyn
Flushing Meadows Corona Park,40.751336,-73.849373,Queens
Devoe Park,40.86378,-73.90494,Bronx
Crocheron Park,40.770231,-73.768849,Queens
Bill Brown Playground,40.591613,-73.945787,Brooklyn
Central Park,40.784327,-73.958704,Manhattan
Chelsea Park,40.750035,-74.000363,Manhattan
Friends Field,40.618544,-73.972112,Brooklyn
Detective Keith L Williams Park,40.702609,-73.783579,Queens
Dyker Beach Park,40.61364,-74.013664,Brooklyn
Lafayette Playground,40.692481,-73.930048,Brooklyn
Prospect Park,40.652998,-73.966241,Brooklyn
Julio Carballo Fields,40.814958,-73.889238,Bronx
Owen F. Dolen Park,40.840683,-73.84258,Bronx
Lafayette Gardens Playground,40.690041,-73.95745,Brooklyn
Soundview Park,40.818844,-73.870572,Bronx
Harry Maze Playground,40.64294,-73.923162,Brooklyn
Archie Spigner Park,40.693641,-73.779971,Queens
Pelham Bay Park,40.865282,-73.794763,Bronx
Benninger Playground,40.706968,-73.898126,Queens
Highland Park,40.683664,-73.887734,Queens
Railroad Playground,40.649537,-73.914247,Brooklyn
Tudor Park,40.671973,-73.849166,Queens
Central Park,40.791614,-73.958286,Manhattan
Alley Pond Park,40.741548,-73.740161,Queens
Forest Park,40.695622,-73.864867,Queens
Rocket Playground,40.670521,-73.846554,Queens
Harry Maze Playground,40.643485,-73.923261,Brooklyn
Clove Lakes Park,40.616459,-74.104421,Staten Island
Howard Bennett Playground,40.813525,-73.938605,Manhattan
Allen Street Malls,40.716342,-73.991873,Manhattan
Juniper Valley Park,40.718644,-73.884488,Queens
Jacob Joffe Fields,40.62473,-73.919474,Brooklyn
Steuben Playground,40.697541,-73.963531,Brooklyn
Glenwood Playground,40.636499,-73.919921,Brooklyn
Bellevue South Park,40.739742,-73.978267,Manhattan
Carl Schurz Park,40.773713,-73.945276,Manhattan
East River Playground,40.789235,-73.937855,Manhattan
Laurelton Parkway,40.684351,-73.727439,Queens
Joseph Austin Playground,40.71558,-73.801229,Queens
Roy Wilkins Recreation Center,40.686028,-73.769606,Queens
GREENSTREET,40.583393,-73.920913,Brooklyn
Henry Hudson Park,40.882257,-73.918222,Bronx
Highbridge Park,40.852608,-73.927002,Manhattan
Bill Rainey Park,40.81875,-73.898323,Bronx
Barretto Point Park,40.804415,-73.888781,Bronx
Auburndale Playground,40.765913,-73.794414,Queens
Kissena Park,40.742739,-73.808293,Queens
South Pacific Playground,40.675681,-73.919745,Brooklyn
Quaker Parrot Park at the Dust Bowl,40.63302,-74.013525,Brooklyn
Pelham Bay Park,40.846618,-73.824455,Bronx
Van Cortlandt Park,40.887466,-73.897461,Bronx
Central Park,40.788813,-73.961881,Manhattan
Flushing Meadows Corona Park,40.751034,-73.842417,Queens
Cunningham Park,40.729573,-73.773667,Queens
Beach 30th Street Playground,40.592527,-73.76081,Queens
Paul Raimonda Playground,40.772787,-73.897742,Queens
Little Flower Playground,40.712194,-73.988578,Manhattan
Webster Playground,40.859496,-73.892978,Bronx
Haffen Park,40.873533,-73.839303,Bronx
Juniper Valley Park,40.719946,-73.882979,Queens
Glendale Veterans Triangle,40.701845,-73.880833,Queens
Twenty-Four Sycamores Park,40.759471,-73.95864,Manhattan
Co-op City Field,40.876256,-73.823875,Bronx
Linden Park,40.658645,-73.887606,Brooklyn
Lost Battalion Hall Recreation Center,40.731806,-73.865514,Queens
Central Park,40.773691,-73.975935,Manhattan
Mafera Park,40.706723,-73.891742,Queens
Randall's Island Park,40.794721,-73.916281,Manhattan
Crotona Park,40.837896,-73.890411,Bronx
Wingate Park,40.657691,-73.944573,Brooklyn
Shore Park and Parkway,40.628177,-74.040607,Brooklyn
Bronx Park,40.859045,-73.871223,Bronx
Central Park,40.768059,-73.980958,Manhattan
Tompkins Square Park,40.726946,-73.982131,Manhattan
Forest Park,40.702377,-73.854623,Queens
Greenwood Playground,40.649898,-73.975977,Brooklyn
Fort Greene Park,40.690201,-73.973594,Brooklyn
Cambria Playground,40.688832,-73.742321,Queens
Rockaway Beach Boardwalk,40.586408,-73.801864,Queens
Marble Hill Playground,40.87772,-73.908046,Bronx
Potomac Playground,40.682076,-73.944269,Brooklyn
Beach 30th Street Playground,40.59247,-73.76178,Queens
Soundview Park,40.817607,-73.872176,Bronx
Riverside Park South,40.776122,-73.991488,Manhattan
Francis Lewis Park,40.796205,-73.825636,Queens
Clove Lakes Park,40.617712,-74.110543,Staten Island
Freshkills Park,40.562869,-74.195526,Staten Island
Walt Whitman Park,40.697887,-73.989367,Brooklyn
Bushwick Playground,40.696177,-73.912045,Brooklyn
Telephone Playground,40.738368,-73.756878,Queens
Cardozo Playground,40.593576,-73.786955,Queens
Bronx River Parkway,40.884311,-73.866953,Bronx
Poseidon Playground,40.572054,-73.9922,Brooklyn
Nelson Playground,40.834734,-73.927073,Bronx
Sara D. Roosevelt Park,40.722434,-73.991186,Manhattan
Fort Hamilton Athletic Field,40.62686,-74.036285,Brooklyn
Cunningham Park,40.736715,-73.770538,Queens
Whalen Playground,40.874272,-73.87787,Bronx
Riverside Park,40.791563,-73.97944,Manhattan
The High Line,40.753602,-74.004205,Manhattan
Forest Park,40.710769,-73.835496,Queens
John V. Lindsay East River Park,40.712765,-73.977242,Manhattan
Crotona Park,40.8381,-73.898705,Bronx
Bloomingdale Park,40.533432,-74.208688,Staten Island
First Park,40.723253,-73.988963,Manhattan
Rienzi Playground,40.887769,-73.858813,Bronx
Central Park,40.782221,-73.971188,Manhattan
Howard Pool,40.672823,-73.909069,Brooklyn
Rev. T. Wendell Foster Park and Recreation Center,40.831544,-73.924133,Bronx
MacLaughlin Playground,40.887815,-73.90553,Bronx
Highbridge Park,40.838128,-73.935939,Manhattan
Owen F. Dolen Park,40.840683,-73.84258,Bronx
Beach 30th Street Playground,40.592707,-73.763823,Queens
Faber Pool and Park,40.641125,-74.135725,Staten Island
Flushing Meadows Corona Park,40.766166,-73.862527,Queens
Ambrosini Field,40.844297,-73.783939,Bronx
Inwood Hill Park,40.870266,-73.921558,Manhattan
East Springfield Playground,40.697978,-73.74037,Queens
Sunrise Playground,40.65264,-73.7367,Queens
Prospect Park,40.660823,-73.965281,Brooklyn
Riverside Park,40.797644,-73.976748,Manhattan
Prospect Park,40.653407,-73.967924,Brooklyn
Fort Greene Park,40.691956,-73.974786,Brooklyn
Big Bush Playground,40.739069,-73.902813,Queens
Central Park,40.770073,-73.970204,Manhattan
Central Park,40.767615,-73.971224,Manhattan
Vinmont Veteran Park,40.902132,-73.90498,Bronx
Commodore Barry Park,40.696604,-73.977705,Brooklyn
Central Park,40.775721,-73.965366,Manhattan
Central Park,40.797073,-73.951231,Manhattan
Galapo Playground,40.597881,-73.946668,Brooklyn
Louis Armstrong Community Center,40.757223,-73.861253,Queens
Robert E. Venable Park,40.673951,-73.8653,Brooklyn
Harvey Park,40.783141,-73.823731,Queens
Flushing Meadows Corona Park,40.730046,-73.835121,Queens
Greenwood Playground,40.650426,-73.976518,Brooklyn
Randall's Island Park,40.795454,-73.918887,Manhattan
Nostrand Playground,40.637529,-73.946819,Brooklyn
Matthews Muliner Playground,40.847036,-73.861514,Bronx
St. James Park,40.865431,-73.898522,Bronx
Marconi Park,40.693252,-73.795611,Queens
Tompkins Square Park,40.72612,-73.982587,Manhattan
Concrete Plant Park,40.826061,-73.885066,Bronx
Kolbert Playground,40.619893,-73.957682,Brooklyn
Metropolitan Recreation Center,40.715012,-73.960317,Brooklyn
McKinley Park,40.626524,-74.016917,Brooklyn
Starlight Park,40.833438,-73.883164,Bronx
Nathan Straus Playground,40.719057,-73.984029,Manhattan
Thomas Jefferson Park,40.792466,-73.935665,Manhattan
Valentino Pier,40.678434,-74.017693,Brooklyn
Fort Totten Park,40.794239,-73.775617,Queens
Forest Park,40.698786,-73.858531,Queens
Fort Washington Park,40.840231,-73.947769,Manhattan
Inwood Hill Park,40.870679,-73.931809,Manhattan
Captain William Harry Thompson Playground,40.834288,-73.877947,Bronx
Kosciuszko Pool,40.691293,-73.948752,Brooklyn
Central Park,40.767631,-73.971305,Manhattan
Flushing Meadows Corona Park,40.737072,-73.845691,Queens
Rev. T. Wendell Foster Park and Recreation Center,40.83339,-73.923383,Bronx
Prospect Park,40.656401,-73.973582,Brooklyn
Battery Park City,40.705065,-74.01839,Manhattan
Louis Pasteur Park,40.762354,-73.735984,Queens
Virginia Park,40.833426,-73.862565,Bronx
Seth Low Playground/ Bealin Square,40.609079,-73.985968,Brooklyn
McLaughlin Park,40.696665,-73.986651,Brooklyn
Neighborhood Parks,40.689851,-73.996516,Brooklyn
