neighborhood_tabulation_area_nta,latitude,longitude,boro
Hudson Yards-Chelsea-Flatiron-Union Square,40.745268,-73.994563,Manhattan
Hudson Yards-Chelsea-Flatiron-Union Square,40.743414,-74.003725,Manhattan
Chinatown,40.720188,-73.993068,Manhattan
Richmond Hill,40.695225,-73.845226,Queens
Hamilton Heights,40.822212,-73.950118,Manhattan
Murray Hill-Kips Bay,40.746651,-73.974686,Manhattan
Clinton Hill,40.693311,-73.967671,Brooklyn
Longwood,40.818048,-73.899498,Bronx
Flatbush,40.643941,-73.95799,Brooklyn
Washington Heights South,40.8455391,-73.9388995,Manhattan
Upper West Side,40.795544,-73.969419,Manhattan
Flushing,40.75423,-73.82805,Queens
Glen Oaks-Floral Park-New Hyde Park,40.7349687,-73.7085903,Queens
Morningside Heights,40.802455,-73.968149,Manhattan
Clinton,40.763051,-73.98583,Manhattan
Prospect Heights,40.68213254,-73.97393282,Brooklyn
SoHo-TriBeCa-Civic Center-Little Italy,40.715027,-74.006772,Manhattan
Stuyvesant Heights,40.679015,-73.921802,Brooklyn
Midtown-Midtown South,40.767271,-73.982247,Manhattan
Central Harlem North-Polo Grounds,40.814156,-73.944756,Manhattan
Turtle Bay-East Midtown,40.755088,-73.973276,Manhattan
Midtown-Midtown South,40.747737,-73.984833,Manhattan
New Brighton-Silver Lake,40.6299,-74.10914,Staten Island
Hudson Yards-Chelsea-Flatiron-Union Square,40.744584,-73.99916,Manhattan
SoHo-TriBeCa-Civic Center-Little Italy,40.71904,-73.996631,Manhattan
Marine Park-Mill Basin-Bergen Beach,40.6212696,-73.9130132,Brooklyn
Murray Hill-Kips Bay,40.739852,-73.979327,Manhattan
Yorkville,40.77435,-73.95709,Manhattan
Mott Haven-Port Morris,40.812557,-73.926244,Bronx
Bushwick North,40.698482,-73.920194,Brooklyn
Hamilton Heights,40.825319,-73.951488,Manhattan
Morningside Heights,40.802126,-73.967493,Manhattan
Gramercy,40.736426,-73.98475,Manhattan
Jamaica,40.701853,-73.806477,Queens
Mott Haven-Port Morris,40.810255,-73.921923,Bronx
Midtown-Midtown South,40.745986,-73.984492,Manhattan
East Village,40.726471,-73.989351,Manhattan
Turtle Bay-East Midtown,40.755081,-73.965434,Manhattan
Norwood,40.874914,-73.879639,Bronx
Upper West Side,40.78392,-73.979708,Manhattan
Midtown-Midtown South,40.748772,-73.988673,Manhattan
Gramercy,40.735187,-73.989871,Manhattan
Central Harlem South,40.808996,-73.952149,Manhattan
Sunset Park West,40.658808,-73.999532,Brooklyn
Ocean Hill,40.677895,-73.90299,Brooklyn
Murray Hill-Kips Bay,40.747395,-73.973828,Manhattan
Elmhurst,40.747543,-73.884098,Queens
Central Harlem North-Polo Grounds,40.824081,-73.937508,Manhattan
Midtown-Midtown South,40.759221,-73.988187,Manhattan
Astoria,40.763207,-73.921267,Queens
Hunters Point-Sunnyside-West Maspeth,40.73968,-73.92207,Queens
North Side-South Side,40.722504,-73.959202,Brooklyn
West Village,40.737805,-73.998106,Manhattan
Hudson Yards-Chelsea-Flatiron-Union Square,40.740772,-73.998204,Manhattan
Chinatown,40.719907,-73.994066,Manhattan
Turtle Bay-East Midtown,40.759632,-73.967828,Manhattan
Hunters Point-Sunnyside-West Maspeth,40.746058,-73.913056,Queens
East Village,40.728622,-73.984419,Manhattan
Hudson Yards-Chelsea-Flatiron-Union Square,40.745494,-73.990775,Manhattan
Hudson Yards-Chelsea-Flatiron-Union Square,40.742419,-74.004444,Manhattan
Central Harlem South,40.803024,-73.956488,Manhattan
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,40.685218,-73.980867,Brooklyn
East Harlem South,40.791898,-73.944596,Manhattan
Clinton,40.766638,-73.983092,Manhattan
Jamaica,40.704355,-73.797865,Queens
Gramercy,40.735348,-73.985846,Manhattan
Erasmus,40.650962,-73.947834,Brooklyn
Greenpoint,40.725456,-73.951496,Brooklyn
Turtle Bay-East Midtown,40.758548,-73.968951,Manhattan
Murray Hill-Kips Bay,40.743395,-73.983878,Manhattan
Clinton,40.766861,-73.983442,Manhattan
Ocean Hill,40.6811,-73.91147,Brooklyn
Washington Heights North,40.855416,-73.929403,Manhattan
Upper West Side,40.794042,-73.972567,Manhattan
Lincoln Square,40.776473,-73.98243,Manhattan
Park Slope-Gowanus,40.668533,-73.986956,Brooklyn
Homecrest,40.59632,-73.96091,Brooklyn
Astoria,40.75522,-73.922448,Queens
Upper East Side-Carnegie Hill,40.764254,-73.971198,Manhattan
Hudson Yards-Chelsea-Flatiron-Union Square,40.743027,-74.004005,Manhattan
Carroll Gardens-Columbia Street-Red Hook,40.67966,-74.01518,Brooklyn
Midtown-Midtown South,40.74672,-73.985936,Manhattan
Fordham South,40.862086,-73.899521,Bronx
Turtle Bay-East Midtown,40.756879,-73.963818,Manhattan
Crown Heights North,40.679232,-73.927098,Brooklyn
East Harlem North,40.800781,-73.946241,Manhattan
St. Albans,40.702371,-73.766301,Queens
Grasmere-Arrochar-Ft. Wadsworth,40.597715,-74.083828,Staten Island
Washington Heights North,40.849854,-73.933473,Manhattan
Mott Haven-Port Morris,40.813575,-73.919491,Bronx
Marble Hill-Inwood,40.866583,-73.92062,Manhattan
Kew Gardens,40.706151,-73.831579,Queens
Murray Hill-Kips Bay,40.748819,-73.976026,Manhattan
Upper West Side,40.79865,-73.969093,Manhattan
Midtown-Midtown South,40.765341,-73.982129,Manhattan
Lenox Hill-Roosevelt Island,40.76308,-73.962685,Manhattan
Port Richmond,40.624712,-74.141731,Staten Island
Hunters Point-Sunnyside-West Maspeth,40.742546,-73.915342,Queens
Old Astoria,40.771055,-73.921496,Queens
Lincoln Square,40.773806,-73.98193,Manhattan
Central Harlem South,40.807779,-73.945253,Manhattan
University Heights-Morris Heights,40.84644,-73.917276,Bronx
Upper West Side,40.783649,-73.979752,Manhattan
Morningside Heights,40.810378,-73.958321,Manhattan
Jamaica,40.7109,-73.79199,Queens
Brownsville,40.665662,-73.909888,Brooklyn
Turtle Bay-East Midtown,40.750458,-73.971893,Manhattan
Mott Haven-Port Morris,40.80682,-73.917657,Bronx
Turtle Bay-East Midtown,40.755015,-73.968276,Manhattan
Astoria,40.761646,-73.924856,Queens
North Side-South Side,40.721943,-73.959775,Brooklyn
Murray Hill-Kips Bay,40.739647,-73.979466,Manhattan
Central Harlem North-Polo Grounds,40.814447,-73.94792,Manhattan
Fort Greene,40.689026,-73.980862,Brooklyn
Crown Heights North,40.670115,-73.950627,Brooklyn
Clinton,40.76694,-73.983155,Manhattan
Bedford Park-Fordham North,40.866972,-73.884335,Bronx
Hunters Point-Sunnyside-West Maspeth,40.742287,-73.953336,Queens
Jamaica,40.694038,-73.806908,Queens
Hunters Point-Sunnyside-West Maspeth,40.751953,-73.927493,Queens
St. Albans,40.6866032,-73.7744795,Queens
Hamilton Heights,40.822704,-73.953498,Manhattan
South Jamaica,40.699727,-73.788088,Queens
Jackson Heights,40.755525,-73.883403,Queens
Upper West Side,40.789182,-73.970075,Manhattan
Hamilton Heights,40.823361,-73.948844,Manhattan
Washington Heights North,40.849423,-73.933529,Manhattan
Park Slope-Gowanus,40.666904,-73.991789,Brooklyn
Hudson Yards-Chelsea-Flatiron-Union Square,40.738109,-73.996153,Manhattan
Sunset Park West,40.65039,-74.008285,Brooklyn
West Concourse,40.813595,-73.9304,Bronx
Upper West Side,40.791943,-73.973425,Manhattan
Upper West Side,40.789457,-73.975041,Manhattan
Mount Hope,40.850173,-73.910282,Bronx
East Williamsburg,40.713913,-73.944206,Brooklyn
Murray Hill-Kips Bay,40.740369,-73.979252,Manhattan
East Village,40.732747,-73.986107,Manhattan
Longwood,40.8101,-73.902862,Bronx
Clinton,40.764744,-73.98447,Manhattan
SoHo-TriBeCa-Civic Center-Little Italy,40.717241,-74.001739,Manhattan
Elmhurst,40.743024,-73.882923,Queens
Hudson Yards-Chelsea-Flatiron-Union Square,40.743203,-73.989206,Manhattan
Woodside,40.740962,-73.901886,Queens
Morningside Heights,40.802298,-73.967585,Manhattan
Upper West Side,40.789424,-73.975391,Manhattan
Bedford Park-Fordham North,40.869184,-73.889213,Bronx
Bushwick South,40.695642,-73.917121,Brooklyn
South Ozone Park,40.66826,-73.80791,Queens
Springfield Gardens North,40.67464,-73.763428,Queens
College Point,40.76969,-73.84646,Queens
Upper East Side-Carnegie Hill,40.768093,-73.968364,Manhattan
Jackson Heights,40.74909,-73.871817,Queens
Hunters Point-Sunnyside-West Maspeth,40.741846,-73.91969,Queens
Mott Haven-Port Morris,40.812127,-73.920552,Bronx
Flushing,40.764482,-73.824018,Queens
Turtle Bay-East Midtown,40.750717,-73.974088,Manhattan
Bedford Park-Fordham North,40.861993,-73.89183,Bronx
East Village,40.724614,-73.987336,Manhattan
Washington Heights South,40.843994,-73.938895,Manhattan
Central Harlem South,40.81069,-73.950658,Manhattan
Murray Hill-Kips Bay,40.743093,-73.979813,Manhattan
Midtown-Midtown South,40.764646,-73.984229,Manhattan
Marble Hill-Inwood,40.861279,-73.919089,Manhattan
Bushwick North,40.698938,-73.918465,Brooklyn
Hunts Point,40.821058,-73.89213,Bronx
Lincoln Square,40.77601,-73.981963,Manhattan
East Harlem North,40.801899,-73.937289,Manhattan
Upper West Side,40.781984,-73.981184,Manhattan
Hunters Point-Sunnyside-West Maspeth,40.753641,-73.918402,Queens
Lincoln Square,40.779096,-73.982054,Manhattan
Lenox Hill-Roosevelt Island,40.772358,-73.95854,Manhattan
Clinton,40.759746,-73.988114,Manhattan
Upper West Side,40.780826,-73.981173,Manhattan
SoHo-TriBeCa-Civic Center-Little Italy,40.726889,-74.007487,Manhattan
Hudson Yards-Chelsea-Flatiron-Union Square,40.745127,-73.988671,Manhattan
North Side-South Side,40.715732,-73.964243,Brooklyn
Prospect Lefferts Gardens-Wingate,40.66336,-73.93175,Brooklyn
Lenox Hill-Roosevelt Island,40.760946,-73.961397,Manhattan
Upper East Side-Carnegie Hill,40.767364,-73.968865,Manhattan
Murray Hill-Kips Bay,40.746449,-73.977444,Manhattan
Woodhaven,40.69414,-73.850569,Queens
Murray Hill-Kips Bay,40.745142,-73.982506,Manhattan
Central Harlem North-Polo Grounds,40.815376,-73.947503,Manhattan
Hunters Point-Sunnyside-West Maspeth,40.745496,-73.952966,Queens
Mott Haven-Port Morris,40.810159,-73.927886,Bronx
Forest Hills,40.720735,-73.845887,Queens
Elmhurst-Maspeth,40.746609,-73.892368,Queens
Lincoln Square,40.774759,-73.982512,Manhattan
Steinway,40.7856076,-73.9144848,Queens
Clinton,40.764786,-73.99159,Manhattan
Upper West Side,40.79963,-73.96797,Manhattan
Central Harlem North-Polo Grounds,40.822902,-73.938365,Manhattan
South Jamaica,40.695872,-73.800395,Queens
Hudson Yards-Chelsea-Flatiron-Union Square,40.739432,-73.995475,Manhattan
Hunters Point-Sunnyside-West Maspeth,40.748497,-73.949855,Queens
Turtle Bay-East Midtown,40.756911,-73.969816,Manhattan
Astoria,40.762663,-73.912541,Queens
Clinton,40.763803,-73.985157,Manhattan
Upper West Side,40.780321,-73.981311,Manhattan
Park Slope-Gowanus,40.680732,-73.977446,Brooklyn
Upper West Side,40.789263,-73.970284,Manhattan
Upper East Side-Carnegie Hill,40.776918,-73.96154,Manhattan
East Village,40.726049,-73.989403,Manhattan
Jamaica,40.704687,-73.79662,Queens
Queens Village,40.695545,-73.748533,Queens
Hamilton Heights,40.829389,-73.944704,Manhattan
Jamaica,40.703769,-73.799343,Queens
Murray Hill-Kips Bay,40.745071,-73.980374,Manhattan
Central Harlem North-Polo Grounds,40.825967,-73.939767,Manhattan
Midtown-Midtown South,40.760235,-73.984012,Manhattan
Astoria,40.763931,-73.922478,Queens
East Williamsburg,40.70099,-73.94209,Brooklyn
Hamilton Heights,40.830209,-73.947911,Manhattan
Central Harlem North-Polo Grounds,40.822215,-73.942235,Manhattan
Clinton,40.767358,-73.982564,Manhattan
Fort Greene,40.686961,-73.976371,Brooklyn
East Harlem North,40.801405,-73.934704,Manhattan
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,40.684304,-73.992184,Brooklyn
Gramercy,40.737627,-73.980968,Manhattan
Turtle Bay-East Midtown,40.760135,-73.967774,Manhattan
Upper West Side,40.800581,-73.967782,Manhattan
West Concourse,40.827655,-73.923906,Bronx
Washington Heights North,40.854007,-73.93365,Manhattan
Hunters Point-Sunnyside-West Maspeth,40.748104,-73.939952,Queens
Gramercy,40.731521,-73.982765,Manhattan
Queensbridge-Ravenswood-Long Island City,40.752279,-73.929055,Queens
Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,40.590453,-74.100922,Staten Island
Melrose South-Mott Haven North,40.816692,-73.916719,Bronx
Mount Hope,40.849093,-73.900031,Bronx
East Village,40.730881,-73.985882,Manhattan
Upper East Side-Carnegie Hill,40.766194,-73.969976,Manhattan
East Village,40.731777,-73.988135,Manhattan
Forest Hills,40.726241,-73.852519,Queens
Upper West Side,40.792887,-73.973447,Manhattan
East Village,40.729963,-73.983281,Manhattan
Cypress Hills-City Line,40.683821,-73.87138,Brooklyn
SoHo-TriBeCa-Civic Center-Little Italy,40.720983,-74.006488,Manhattan
North Side-South Side,40.718187,-73.959688,Brooklyn
Midtown-Midtown South,40.751522,-73.990112,Manhattan
Hudson Yards-Chelsea-Flatiron-Union Square,40.739464,-73.987052,Manhattan
Upper West Side,40.794896,-73.971856,Manhattan
Turtle Bay-East Midtown,40.754138,-73.968836,Manhattan
Washington Heights North,40.857032,-73.928367,Manhattan
Richmond Hill,40.700635,-73.827097,Queens
Midtown-Midtown South,40.760413,-73.984541,Manhattan
Morningside Heights,40.807296,-73.964646,Manhattan
New Dorp-Midland Beach,40.581304,-74.11201,Staten Island
Flatbush,40.632135,-73.946781,Brooklyn
Bedford Park-Fordham North,40.867329,-73.897193,Bronx
Crown Heights South,40.6688,-73.958717,Brooklyn
Elmhurst,40.748971,-73.870489,Queens
Hudson Yards-Chelsea-Flatiron-Union Square,40.753425,-73.992718,Manhattan
Woodhaven,40.692106,-73.861994,Queens
Lenox Hill-Roosevelt Island,40.771526,-73.953138,Manhattan
Washington Heights North,40.863113,-73.926996,Manhattan
Claremont-Bathgate,40.846477,-73.896393,Bronx
Turtle Bay-East Midtown,40.754695,-73.965406,Manhattan
Norwood,40.8827861,-73.8810142,Bronx
Morningside Heights,40.804645,-73.966574,Manhattan
Bushwick North,40.70726,-73.92407,Brooklyn
Bedford,40.680556,-73.951381,Brooklyn
Upper West Side,40.784564,-73.979224,Manhattan
Jamaica,40.70402,-73.79869,Queens
Longwood,40.819709,-73.901295,Bronx
East Village,40.727794,-73.985325,Manhattan
Murray Hill-Kips Bay,40.743039,-73.977307,Manhattan
Astoria,40.761507,-73.924218,Queens
SoHo-TriBeCa-Civic Center-Little Italy,40.724338,-74.002022,Manhattan
Central Harlem South,40.801938,-73.957067,Manhattan
Brooklyn Heights-Cobble Hill,40.69828,-73.992555,Brooklyn
,40.694055,-73.780952,Queens
Bedford Park-Fordham North,40.866765,-73.897803,Bronx
Crown Heights North,40.670147,-73.950397,Brooklyn
Hudson Yards-Chelsea-Flatiron-Union Square,40.747889,-74.004177,Manhattan
Jackson Heights,40.754507,-73.893639,Queens
Upper West Side,40.790786,-73.968915,Manhattan
University Heights-Morris Heights,40.853906,-73.914042,Bronx
Lenox Hill-Roosevelt Island,40.765995,-73.957578,Manhattan
Jackson Heights,40.749532,-73.885832,Queens
Richmond Hill,40.695205,-73.845595,Queens
Turtle Bay-East Midtown,40.757174,-73.963906,Manhattan
Elmhurst,40.747981,-73.880027,Queens
Hudson Yards-Chelsea-Flatiron-Union Square,40.740531,-74.001807,Manhattan
Turtle Bay-East Midtown,40.757793,-73.971703,Manhattan
West Village,40.736387,-73.994742,Manhattan
Carroll Gardens-Columbia Street-Red Hook,40.6759451,-74.0168289,Brooklyn
East Village,40.72765,-73.985119,Manhattan
Battery Park City-Lower Manhattan,40.706242,-74.006244,Manhattan
Washington Heights North,40.848673,-73.93407,Manhattan
Hamilton Heights,40.822268,-73.949906,Manhattan
Jackson Heights,40.76278,-73.89052,Queens
Central Harlem South,40.802368,-73.956762,Manhattan
Midtown-Midtown South,40.747144,-73.983698,Manhattan
Woodside,40.740727,-73.899864,Queens
Upper West Side,40.784712,-73.979564,Manhattan
Hudson Yards-Chelsea-Flatiron-Union Square,40.736806,-73.993513,Manhattan
Lower East Side,40.7248591,-73.9783893,Manhattan
Prospect Heights,40.680888,-73.964668,Brooklyn
Morningside Heights,40.800405,-73.961891,Manhattan
Manhattanville,40.81515,-73.954837,Manhattan
Bedford,40.680059,-73.94226,Brooklyn
East New York (Pennsylvania Ave),40.658116,-73.8960033,Brooklyn
Upper West Side,40.791401,-73.973822,Manhattan
Morningside Heights,40.808182,-73.95993,Manhattan
Gramercy,40.735626,-73.985322,Manhattan
Lenox Hill-Roosevelt Island,40.762583,-73.95946,Manhattan
East Harlem South,40.790401,-73.945683,Manhattan
Upper West Side,40.798717,-73.963115,Manhattan
Longwood,40.821838,-73.897648,Bronx
Midtown-Midtown South,40.759971,-73.984342,Manhattan
Springfield Gardens North,40.67479,-73.77787,Queens
Hamilton Heights,40.822663,-73.949259,Manhattan
Elmhurst,40.736982,-73.880315,Queens
Hunts Point,40.823219,-73.891694,Bronx
Astoria,40.754136,-73.919819,Queens
Jackson Heights,40.748253,-73.878716,Queens
Midtown-Midtown South,40.748139,-73.988101,Manhattan
Turtle Bay-East Midtown,40.757851,-73.969436,Manhattan
New Dorp-Midland Beach,40.570312,-74.109657,Staten Island
Upper West Side,40.793867,-73.970376,Manhattan
East Harlem North,40.802661,-73.936734,Manhattan
Washington Heights South,40.840361,-73.938239,Manhattan
Lenox Hill-Roosevelt Island,40.767655,-73.961971,Manhattan
East Village,40.732039,-73.987938,Manhattan
Upper West Side,40.8003,-73.967833,Manhattan
Clinton,40.764624,-73.991967,Manhattan
Turtle Bay-East Midtown,40.751406,-73.974142,Manhattan
Midtown-Midtown South,40.764513,-73.977195,Manhattan
Lenox Hill-Roosevelt Island,40.764117,-73.958948,Manhattan
Astoria,40.764538,-73.930599,Queens
Murray Hill-Kips Bay,40.740573,-73.981729,Manhattan
West Village,40.732391,-73.991387,Manhattan
Rosedale,40.6669,-73.73661,Queens
Hammels-Arverne-Edgemere,40.5863425,-73.813029,Queens
Melrose South-Mott Haven North,40.819488,-73.913668,Bronx
Morningside Heights,40.814505,-73.95937,Manhattan
Upper East Side-Carnegie Hill,40.776366,-73.955931,Manhattan
Gramercy,40.738097,-73.987738,Manhattan
East Village,40.729012,-73.98149,Manhattan
Midtown-Midtown South,40.747114,-73.985245,Manhattan
Washington Heights South,40.846623,-73.935833,Manhattan
Washington Heights North,40.851165,-73.932249,Manhattan
North Side-South Side,40.719404,-73.960474,Brooklyn
Forest Hills,40.728299,-73.858076,Queens
Richmond Hill,40.695256,-73.84284,Queens
Briarwood-Jamaica Hills,40.704222,-73.814252,Queens
Mott Haven-Port Morris,40.807378,-73.917,Bronx
Gramercy,40.736165,-73.982291,Manhattan
Greenpoint,40.732735,-73.954581,Brooklyn
Central Harlem North-Polo Grounds,40.819916,-73.940552,Manhattan
Hamilton Heights,40.823821,-73.952581,Manhattan
Murray Hill-Kips Bay,40.741169,-73.981297,Manhattan
Murray Hill-Kips Bay,40.74559596,-73.97544551,Manhattan
Flatbush,40.646179,-73.958203,Brooklyn
Carroll Gardens-Columbia Street-Red Hook,40.682483,-73.995753,Brooklyn
Clinton,40.766011,-73.983548,Manhattan
Melrose South-Mott Haven North,40.822338,-73.909427,Bronx
Highbridge,40.840248,-73.918194,Bronx
Washington Heights South,40.834078,-73.940919,Manhattan
Park Slope-Gowanus,40.664176,-73.990353,Brooklyn
Old Town-Dongan Hills-South Beach,40.595456,-74.08621,Staten Island
Astoria,40.760686,-73.91557,Queens
North Side-South Side,40.714707,-73.966525,Brooklyn
Old Town-Dongan Hills-South Beach,40.591436,-74.100862,Staten Island
Crown Heights North,40.679987,-73.949473,Brooklyn
Murray Hill-Kips Bay,40.76066,-73.998203,Manhattan
Elmhurst,40.747153,-73.887926,Queens
West Concourse,40.842203,-73.916032,Bronx
Park Slope-Gowanus,40.672242,-73.983627,Brooklyn
Cypress Hills-City Line,40.685131,-73.866777,Brooklyn
Lincoln Square,40.778148,-73.982255,Manhattan
Jackson Heights,40.74802,-73.880924,Queens
Central Harlem South,40.808939,-73.948011,Manhattan
Briarwood-Jamaica Hills,40.7063056,-73.8164285,Queens
Midtown-Midtown South,40.757544,-73.989409,Manhattan
Mount Hope,40.853157,-73.905403,Bronx
Midtown-Midtown South,40.754953,-73.980193,Manhattan
Midtown-Midtown South,40.754493,-73.986935,Manhattan
Greenpoint,40.719511,-73.946853,Brooklyn
Turtle Bay-East Midtown,40.753899,-73.972326,Manhattan
East Harlem North,40.800446,-73.946484,Manhattan
Jamaica Estates-Holliswood,40.720206,-73.760972,Queens
New Dorp-Midland Beach,40.5721,-74.112674,Staten Island
East Williamsburg,40.703654,-73.942682,Brooklyn
Elmhurst,40.736273,-73.877364,Queens
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,40.690594,-73.987998,Brooklyn
Murray Hill-Kips Bay,40.745591,-73.979997,Manhattan
Manhattanville,40.817157,-73.95337,Manhattan
Astoria,40.755764,-73.912336,Queens
Mount Hope,40.854469,-73.901538,Bronx
East Village,40.733107,-73.987162,Manhattan
East Flatbush-Farragut,40.651341,-73.940166,Brooklyn
Bushwick South,40.68927,-73.921188,Brooklyn
North Side-South Side,40.710988,-73.968534,Brooklyn
Turtle Bay-East Midtown,40.756945,-73.971614,Manhattan
Hunts Point,40.808605,-73.886927,Bronx
Crown Heights South,40.667346,-73.950809,Brooklyn
Prospect Lefferts Gardens-Wingate,40.65864,-73.95324,Brooklyn
Bushwick North,40.69852,-73.91338,Brooklyn
Bedford Park-Fordham North,40.860027,-73.893343,Bronx
West Village,40.734393,-73.999152,Manhattan
Hunters Point-Sunnyside-West Maspeth,40.743823,-73.926455,Queens
Crown Heights North,40.678268,-73.949798,Brooklyn
Hudson Yards-Chelsea-Flatiron-Union Square,40.738667,-73.999476,Manhattan
Lincoln Square,40.775999,-73.983247,Manhattan
Hamilton Heights,40.822495,-73.953007,Manhattan
Turtle Bay-East Midtown,40.74796623,-73.9734053,Manhattan
Upper East Side-Carnegie Hill,40.779535,-73.953715,Manhattan
Brownsville,40.66062,-73.91151,Brooklyn
Brownsville,40.6621417,-73.9108021,Brooklyn
Astoria,40.759169,-73.91895,Queens
Upper West Side,40.787224,-73.971936,Manhattan
Turtle Bay-East Midtown,40.751296,-73.971534,Manhattan
Bedford Park-Fordham North,40.867038,-73.896537,Bronx
Hollis,40.70687,-73.753916,Queens
North Side-South Side,40.7207489,-73.9625389,Brooklyn
Lincoln Square,40.77178,-73.982773,Manhattan
Washington Heights North,40.850038,-73.933342,Manhattan
Midtown-Midtown South,40.758633,-73.975341,Manhattan
Ocean Hill,40.677862,-73.904301,Brooklyn
Morrisania-Melrose,40.823646,-73.91403,Bronx
Central Harlem South,40.809186,-73.948591,Manhattan
Hudson Yards-Chelsea-Flatiron-Union Square,40.736639,-73.993282,Manhattan
Washington Heights North,40.849588,-73.93618,Manhattan
Jackson Heights,40.75543,-73.88559,Queens
Lower East Side,40.713961,-73.980202,Manhattan
Hudson Yards-Chelsea-Flatiron-Union Square,40.73804,-73.992377,Manhattan
Hudson Yards-Chelsea-Flatiron-Union Square,40.740686,-73.997999,Manhattan
Glen Oaks-Floral Park-New Hyde Park,40.73807,-73.70535,Queens
Mott Haven-Port Morris,40.812841,-73.916074,Bronx
Forest Hills,40.717212,-73.835496,Queens
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,40.689497,-73.985594,Brooklyn
Upper East Side-Carnegie Hill,40.779038,-73.95398,Manhattan
East Village,40.7303,-73.983193,Manhattan
Hamilton Heights,40.829341,-73.947647,Manhattan
Hamilton Heights,40.82758,-73.949288,Manhattan
Stapleton-Rosebank,40.617014,-74.074046,Staten Island
West Village,40.732909,-74.003877,Manhattan
Old Town-Dongan Hills-South Beach,40.579839,-74.100012,Staten Island
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,40.688672,-73.98371,Brooklyn
Gramercy,40.732519,-73.984694,Manhattan
Clinton,40.760563,-73.987515,Manhattan
Prospect Heights,40.680426,-73.967999,Brooklyn
Upper West Side,40.792703,-73.971487,Manhattan
Washington Heights North,40.856421,-73.928415,Manhattan
Midtown-Midtown South,40.764127,-73.982309,Manhattan
Brownsville,40.6661916,-73.9177138,Brooklyn
Morningside Heights,40.799472,-73.963183,Manhattan
Kew Gardens,40.713983,-73.830838,Queens
Old Town-Dongan Hills-South Beach,40.590983,-74.100732,Staten Island
St. Albans,40.695975,-73.761234,Queens
Rego Park,40.729209,-73.860566,Queens
Forest Hills,40.7151371,-73.852146,Queens
Lincoln Square,40.777377,-73.978444,Manhattan
Park Slope-Gowanus,40.667305,-73.987979,Brooklyn
Melrose South-Mott Haven North,40.817926,-73.915262,Bronx
Upper East Side-Carnegie Hill,40.776833,-73.955586,Manhattan
Turtle Bay-East Midtown,40.756326,-73.970143,Manhattan
Hudson Yards-Chelsea-Flatiron-Union Square,40.749827,-73.995525,Manhattan
Washington Heights North,40.853122,-73.930818,Manhattan
Chinatown,40.710955,-74.000384,Manhattan
Hudson Yards-Chelsea-Flatiron-Union Square,40.74276,-73.98642,Manhattan
Central Harlem South,40.809022,-73.948689,Manhattan
Hunters Point-Sunnyside-West Maspeth,40.743559,-73.953739,Queens
Mount Hope,40.847406,-73.899948,Bronx
Melrose South-Mott Haven North,40.815998,-73.908242,Bronx
Astoria,40.758591,-73.918016,Queens
Upper West Side,40.788832,-73.970335,Manhattan
East Harlem North,40.79357,-73.943064,Manhattan
Jamaica,40.705847,-73.793654,Queens
Washington Heights North,40.862393,-73.925395,Manhattan
Baisley Park,40.684109,-73.783025,Queens
Bedford Park-Fordham North,40.861174,-73.896444,Bronx
Gramercy,40.739409,-73.986712,Manhattan
Bedford Park-Fordham North,40.860215,-73.893059,Bronx
North Side-South Side,40.71685,-73.960841,Brooklyn
Turtle Bay-East Midtown,40.752549,-73.966729,Manhattan
Murray Hill-Kips Bay,40.74395,-73.979655,Manhattan
Murray Hill-Kips Bay,40.747672,-73.976965,Manhattan
Carroll Gardens-Columbia Street-Red Hook,40.683436,-73.992773,Brooklyn
Gramercy,40.736141,-73.989183,Manhattan
Erasmus,40.648607,-73.95782,Brooklyn
Ocean Hill,40.67754,-73.901951,Brooklyn
Upper West Side,40.798018,-73.969557,Manhattan
Glen Oaks-Floral Park-New Hyde Park,40.7359742,-73.7063977,Queens
North Side-South Side,40.713914,-73.96693,Brooklyn
Central Harlem South,40.805827,-73.950407,Manhattan
Lenox Hill-Roosevelt Island,40.764833,-73.96405,Manhattan
North Side-South Side,40.709572,-73.950706,Brooklyn
Washington Heights South,40.836501,-73.942787,Manhattan
Midtown-Midtown South,40.76164,-73.982996,Manhattan
East Harlem North,40.803516,-73.936107,Manhattan
Upper East Side-Carnegie Hill,40.772477,-73.958767,Manhattan
Mount Hope,40.850548,-73.900954,Bronx
Forest Hills,40.719293,-73.839741,Queens
Midtown-Midtown South,40.747419,-73.993363,Manhattan
Sunset Park West,40.655438,-74.00305,Brooklyn
Oakwood-Oakwood Beach,40.563843,-74.116075,Staten Island
Lenox Hill-Roosevelt Island,40.769506,-73.954609,Manhattan
St. Albans,40.679747,-73.757037,Queens
Central Harlem North-Polo Grounds,40.817264,-73.942056,Manhattan
Sunset Park West,40.656011,-74.002446,Brooklyn
East Williamsburg,40.70193,-73.942239,Brooklyn
Upper West Side,40.796737,-73.968647,Manhattan
Washington Heights South,40.846875,-73.935653,Manhattan
